funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,,last_pymnt_amnt,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies,tax_liens,disbursement_method,debt_settlement_flag,lable
12500,12275,1,0.09,397.15,0,4,31000,1,3,1,2,11,14.94,0,33939,1,11,0,16495,0.31,14,1,14298.08931,14040.72,12500,1798.09,41214,112,434.3,0,0,0,0,1,1,0
12500,12500,1,0.12,414.18,0,1,55000,1,3,1,5,8,1.07,0,36526,0,4,0,2054,0.11,13,1,14910.20538,14910.21,12500,2410.21,41214,112,450.62,0,0,0,0,1,1,0
12500,11925,1,0.14,424.61,1,5,41000,1,3,1,3,4,23.94,0,37073,2,10,0,8180,0.84,14,1,13653.65896,13025.59,12500,1153.66,40360,110,10261.11,0,0,0,0,1,1,0
12500,12350,1,0.13,420.42,1,5,38000,2,3,1,3,11,10.39,0,36951,0,21,0,12343,0.68,36,1,9514.82,9400.68,6862.26,2321.67,40848,111,200.63,0,0,0,0,1,1,1
12500,12316.0893,1,0.14,428.83,4,1,33000,3,3,1,3,8,8.11,0,36100,2,22,0,16941,0.37,33,1,15437.51101,15197.39,12499.99,2937.52,41183,112,454.15,0,0,0,0,1,1,0
12500,12400,1,0.13,420.42,1,5,54996,3,3,1,2,9,17.61,0,38018,2,14,0,13441,0.49,19,1,14733.92209,14616.05,12500,2233.92,40787,111,4642.28,0,0,0,0,1,1,0
12500,12475,1,0.09,397.15,10,1,55000,3,3,1,2,7,17.15,0,33725,0,6,0,24452,0.66,26,1,14253.50852,14225,12500,1753.51,41030,112,2365.36,0,0,0,0,1,1,0
12500,12375,1,0.09,395.13,10,1,135996,3,3,1,10,1,5.87,0,35947,3,6,0,5068,0.17,21,1,14224.72454,14082.47,12500,1724.72,41122,112,400.31,0,0,0,0,1,1,0
12500,12100,1,0.09,397.15,4,5,42000,3,3,1,3,2,14.86,0,36039,0,8,0,10687,0.31,19,1,13865.08672,13421.4,12500,1365.09,40603,111,6730.67,0,0,0,0,1,1,0
12500,12375,1,0.09,399.34,2,1,50000,1,3,1,5,12,11.71,0,35156,0,7,0,1052,0.09,21,1,14330.32826,14187.03,12500,1830.33,40940,112,2396.77,0,0,0,0,1,1,0
12500,12225,1,0.1,401.18,0,1,92800,1,3,1,3,8,2.83,0,35156,1,14,0,12363,0.18,25,1,13804.50788,13500.81,12500,1304.51,40452,110,7801,0,0,0,0,1,1,0
12500,12275,1,0.11,410.8,8,5,52000,1,3,1,2,12,12.21,0,36739,2,6,0,12568,0.58,18,1,13359.99107,13119.51,12500,859.99,40179,110,10490.48,0,0,0,0,1,1,0
12500,7025,1,0.12,414.55,10,1,72000,3,3,1,2,12,0.25,0,32509,2,9,0,193,0.01,16,1,12978.24676,7293.79,12500,478.25,40057,109,11739.23,0,0,0,0,1,1,0
12500,6731.43,1,0.12,414.55,4,5,60000,2,3,1,2,5,14.68,0,35674,1,11,0,12663,0.34,21,1,13408.92688,7182.29,12500,908.93,40148,109,10512.08,0,0,0,0,1,1,0
9250,5770.55,1,0.12,305.38,9,1,150000,3,4,1,13,9,14.47,0,35065,0,10,0,42053,0.67,26,1,10993.43226,6606.38,9249.99,1743.44,40878,111,318.53,0,0,0,0,1,1,0
12500,8373.801553,1,0.09,399.72,2,5,80400,1,4,1,2,2,3.67,0,35339,1,6,0,6495,0,19,1,13984.12985,9367.79,12500,1484.13,40422,110,61.76,0,0,0,0,1,1,0
12500,8074.432836,1,0.19,458.46,2,1,123000,1,4,1,10,8,5.84,1,33543,1,5,0,13363,0.99,21,1,14031.1,8168.6,10238.25,3787.12,40664,111,458.46,0,0,0,0,1,1,1
12500,6721.667623,1,0.11,411.97,0,1,82800,1,4,1,13,4,14.16,0,33635,0,10,0,41893,0.63,23,1,14855.09192,7657.45,12500,2334.49,40848,111,11.34,0,0,0,0,1,1,0
12500,9250,1,0.15,430.27,2,5,60000,3,4,1,3,2,21.72,0,31017,0,13,1,24325,0.83,18,1,15043.95864,11132.63,12500,2543.96,40238,110,5583.63,0,0,1,0,1,1,0
12500,11025,1,0.14,428.32,10,5,57000,1,4,1,2,13,24.55,0,36800,0,12,0,34181,0.6,20,1,15419.25228,13599.78,12500,2919.25,40634,111,477.02,0,0,0,0,1,1,0
12500,524.87,1,0.12,413.51,1,5,36000,1,4,1,3,10,11.9,0,36465,3,9,0,8375,0.91,9,1,14886.31569,620.92,12499.99,2386.33,40544,111,415.69,0,0,0,0,1,1,0
12500,12500,1,0.18,449.15,2,1,96000,3,2,1,2,2,7.33,0,37196,8,6,0,14771,0.76,15,1,14556.99203,14556.99,12500,2056.99,40634,111,9181.89,0,0,0,0,1,1,1
12500,11865.43,1,0.14,425.95,10,3,70000,3,3,1,13,3,16.73,2,31321,1,10,0,74042,0.42,20,1,15333.89604,14437.79,12499.98,2833.92,41000,112,432.14,0,0,0,0,1,1,1
12500,11325,1,0.16,437.99,2,5,97000,1,4,1,3,2,11.84,0,35431,2,9,0,21861,0.88,23,1,14768.10372,13379.9,12500,2268.1,40057,109,7776.81,0,0,0,0,1,1,1
12500,200.0020937,1,0.11,408.71,2,4,36000,1,5,1,3,5,12.27,0,37622,4,9,0,12415,0.53,15,1,9787.68,156.32,8324.44,1463.23,39965,109,200.01,0,0,0,0,1,1,1
12500,875,1,0.16,441.18,0,5,90000,1,5,1,3,13,1.31,2,36770,2,23,0,3864,0.57,29,1,15824.06584,1107.68,12500,3324.07,40330,110,5.55,0,0,0,0,1,1,1
12475,12475,1,0.06,379.69,10,1,88000,1,1,1,5,8,10.04,0,27760,2,11,0,18064,0.21,27,1,13668.57499,13668.57,12475,1193.57,41944,114,382.56,0,0,0,0,1,1,0
12475,12475,1,0.07,383.03,5,1,66000,3,1,1,10,9,14.03,0,36008,0,7,0,3791,0.34,27,1,13789.01,13789.01,12475,1314.01,41883,114,396.08,0,0,0,0,1,1,0
12450,12425,2,0.16,306.02,10,5,130000,1,1,1,3,9,10.01,0,34973,0,3,0,24793,0.68,6,1,13123.12105,13096.77,12450,673.12,40878,111,12211.27,0,0,0,0,1,1,0
12450,11925,1,0.12,414.89,2,5,201400,2,1,1,3,3,11.88,0,38443,0,13,0,19458,0.92,13,1,14936.99667,14307.12,12450,2487,41640,114,438.2,0,0,0,0,1,1,0
12450,12450,2,0.1,262.21,3,1,96000,3,1,1,1,1,13.57,0,35462,3,16,0,22478,0.4,35,1,15713.94149,15713.94,12450.01,3263.93,42248,115,1333.43,0,0,0,0,1,1,0
12450,5338.720443,1,0.16,439.66,2,5,42996,1,3,1,3,14,12.5,0,38443,2,5,0,7722,0.82,6,1,15827.38332,6412.96,12450,3377.38,41030,112,445.86,0,0,0,0,1,1,0
12425,11724.17308,2,0.15,297.1,4,5,44000,2,1,1,3,8,18.3,0,36312,1,6,0,20287,0.72,30,1,15887.58504,14504.39,12425,3462.59,41548,113,8473.5,0,0,0,0,1,1,0
12400,12400,1,0.11,403.91,10,5,41000,1,1,1,2,6,11.8,0,38534,2,9,0,11095,0.57,12,1,14540.67999,14540.68,12400,2140.68,42005,115,417.61,0,0,0,0,1,1,0
12400,12400,2,0.21,337.42,7,5,50000,2,1,1,10,9,15.77,1,37135,1,13,0,4089,0.79,30,1,16190.21908,16190.22,12400,3790.22,41456,113,10118.3,0,0,0,0,1,1,0
12400,12400,1,0.08,385.78,10,1,36800,1,1,1,3,1,5.84,0,38018,0,5,0,6975,0.47,15,1,13133.02805,13133.03,12400,733.03,41214,112,7285.49,0,0,0,0,1,1,0
12400,12275,2,0.15,296.76,8,1,60000,3,1,1,5,1,17.06,0,35309,1,11,0,4495,0.43,22,1,15651.47926,15493.7,12400,3251.48,41609,113,8852.07,0,0,0,0,1,1,0
12400,12400,1,0.07,380.73,10,5,72000,2,1,1,3,13,26.67,0,33695,1,9,0,20491,0.49,25,1,13706.09263,13706.09,12400,1306.09,41944,114,395.31,0,0,0,0,1,1,0
12400,12400,2,0.22,342.9,9,4,65004,2,1,1,3,9,6.26,0,38078,3,11,0,8990,0.78,21,1,2127.63,2127.63,595.32,1116.48,41000,112,342.9,0,0,0,0,1,1,1
12400,12400,1,0.08,385.78,10,1,77000,1,1,1,3,10,25.98,0,30042,1,8,0,21992,0.81,31,1,13887.84087,13887.84,12400,1487.84,41944,114,399.12,0,0,0,0,1,1,0
12400,12400,2,0.18,317.52,10,1,55000,2,1,1,3,4,5.21,0,33635,2,11,0,7758,0.28,17,1,14709.97338,14709.97,12400,2309.97,41153,112,10901.67,0,0,0,0,1,1,0
12400,4650,2,0.2,326.39,1,5,48500,2,1,1,3,2,10.07,0,36739,1,5,0,4756,0.78,14,1,4536.77,1696.59,1612.68,2296.44,41122,112,326.39,0,0,0,0,1,1,1
12400,12400,2,0.13,285.26,6,4,40000,2,1,1,3,2,15.69,0,36982,1,5,0,5146,0.55,16,1,7050.58,7050.58,3770.09,2743.87,41456,113,541.75,0,0,0,0,1,1,1
12400,12400,2,0.18,314.82,11,5,75000,3,1,1,3,2,9.63,0,37742,0,8,0,7823,0.47,11,1,18888.33995,18888.34,12400,6488.34,42552,116,313.96,0,0,0,0,1,1,0
12400,12399.75519,2,0.2,326.39,1,5,54000,2,1,1,13,5,12.6,0,37073,0,10,0,18088,0.59,22,1,19583.3065,19582.66,12400.01,7183.3,42522,116,326.28,0,0,0,0,1,1,0
12400,12400,1,0.13,420.74,10,5,65000,2,1,1,3,9,18.87,0,34881,0,10,0,30202,0.97,20,1,15146.53374,15146.53,12400,2746.53,41791,114,456.19,0,0,0,0,1,1,0
12400,12400,1,0.11,404.44,2,5,56324,2,1,1,3,10,17.28,0,33848,0,9,1,8755,0.76,23,1,14559.62986,14559.63,12400,2159.63,41699,114,420.84,0,0,1,0,1,1,0
12400,12350,1,0.07,384.53,10,1,78000,3,1,1,3,2,24.45,0,35765,0,15,0,42871,0.53,26,1,13843.30917,13787.49,12400,1443.31,41699,114,418.32,0,0,0,0,1,1,0
12400,11900,1,0.1,400.06,4,1,80000,3,2,1,3,5,17.13,0,36495,2,10,0,15767,0.63,23,1,14067.27425,13500.04,12400,1667.27,41214,112,5688.56,0,0,0,0,1,1,0
12400,12375,2,0.11,272.65,3,1,81000,3,2,1,2,4,9.02,0,36373,0,6,0,12556,0.66,16,1,15447.20864,15416.07,12400,3047.21,41395,113,6186.16,0,0,0,0,1,1,0
12400,12325,1,0.07,383.68,3,5,34650.24,2,2,1,3,2,11.74,1,35370,0,10,0,12189,0.51,23,1,13638.85615,13556.36,12400,1238.86,41275,113,142.22,0,0,0,0,1,1,0
12400,12300,1,0.12,410.87,5,1,154000,1,3,1,4,5,17.38,0,32874,1,10,0,452,0.08,24,1,14183.13883,14068.76,12400,1783.14,40634,111,7908.69,0,0,0,0,1,1,0
12400,12178.91,1,0.11,407.51,1,5,44196,2,3,1,3,12,7.96,0,36192,0,9,0,12656,0.72,34,1,14670.14511,14394.1,12400,2270.15,41061,112,425.47,0,0,0,0,1,1,0
12400,6730.874982,1,0.11,407.51,5,1,165000,3,3,1,2,2,10.01,0,33055,1,10,0,9800,0.38,42,1,14427.78378,7753.83,12400,2027.79,40575,111,4654.14,0,0,0,0,1,1,0
12375,12375,1,0.08,385,6,5,42000,1,1,1,3,8,28.06,0,36951,2,13,0,13538,0.52,34,1,13174.64159,13174.64,12375,799.64,41244,112,8947.42,0,0,0,0,1,1,0
12375,12375,2,0.23,349.79,5,5,40000,1,1,1,10,4,20.88,0,35065,0,27,0,13768,0.23,31,1,8530.26,8530.26,2444.99,4602.6,41640,114,52.05,0,0,0,0,1,1,1
12375,12375,1,0.14,424.58,10,5,36000,1,1,1,2,8,23.03,0,36951,1,5,0,13697,0.91,5,1,13697.99283,13697.99,12375,1322.99,41244,112,3035.15,0,0,0,0,1,1,0
12375,12344.46478,1,0.1,398.79,10,4,32000,3,1,1,2,4,24.3,0,34759,1,6,0,21451,0.79,12,1,13435.33138,13400.99,12375,1060.33,41244,112,9056.48,0,0,0,0,1,1,0
12375,12375,2,0.16,300.68,2,5,37000,1,1,1,2,11,23.74,0,34759,1,7,0,15976,0.82,12,1,17888.93999,17888.94,12375,5513.94,42430,116,2854.94,0,0,0,0,1,1,0
12375,12350,2,0.13,284.69,1,5,42000,3,1,1,3,2,28.54,0,36220,1,11,0,16924,0.46,14,1,17080.81296,17046.31,12375,4705.81,42675,116,284.1,0,0,0,0,1,1,0
12375,12375,1,0.08,387.22,1,1,47700,2,1,1,2,9,23.85,0,36465,0,9,0,14373,0.61,23,1,13816.9825,13816.98,12375,1441.98,41699,114,866.66,0,0,0,0,1,1,0
12375,12325,1,0.1,398.79,8,1,55000,3,1,1,3,10,24.85,0,35065,1,16,0,29875,0.49,37,1,14147.33051,14090.17,12375,1772.33,41579,113,4591.29,0,0,0,0,1,1,0
12375,12076.6308,2,0.08,253.84,10,1,44000,3,1,1,3,1,20.65,0,36800,0,14,0,11830,0.17,29,1,13562.1739,13134.9,12375,1187.17,41244,112,10015.37,0,0,0,0,1,1,0
12375,12125,1,0.11,405.09,5,1,50000,2,1,1,3,8,19.51,1,37926,0,5,0,9200,0.75,15,1,14679.68,14383.12,12375,2304.68,41883,114,1852.82,0,0,0,0,1,1,0
12375,12375,1,0.12,410.97,0,1,36000,3,1,1,2,8,24.13,0,34820,0,4,0,489,0.12,15,1,14269.16544,14269.17,12375,1894.17,41365,113,6461.26,0,0,0,0,1,1,0
12375,12075,1,0.13,419.89,9,1,53000,3,1,1,3,1,24.95,1,36100,0,7,0,32725,0.76,14,1,15102.05955,14735.95,12375,2727.06,41791,114,1270.25,0,0,0,0,1,1,0
12375,12375,1,0.11,408.02,10,1,56000,3,1,1,3,5,20.04,0,34486,0,16,0,2128,0.06,53,1,14665.61593,14665.62,12375,2290.62,41730,114,1636.77,0,0,0,0,1,1,0
12375,12350,2,0.13,281.51,7,5,35328,1,1,1,3,2,23.89,0,37681,0,13,0,5499,0.35,26,1,13640.60352,13613.05,12375,1265.6,41000,112,11118.05,0,0,0,0,1,1,0
12375,12374.74804,2,0.19,319.59,1,5,36000,2,1,1,3,9,20.03,2,38384,2,6,0,1075,0.63,17,1,19177.40339,19176.76,12375,6802.4,42522,116,319.21,0,0,0,0,1,1,0
12375,12375,2,0.2,331.18,10,4,30000,1,1,1,3,2,14.88,0,35643,1,3,0,12657,0.97,7,1,1448.89,1448.89,119.21,611.77,40817,111,403.58,0,0,0,0,1,1,1
12375,12375,1,0.07,383.75,5,1,33000,3,1,1,2,4,21.96,0,37135,2,12,0,8539,0.27,32,1,13545.37174,13545.37,12375,1170.37,41275,113,5888.26,0,0,0,0,1,1,0
12375,12375,2,0.16,298.64,1,1,75000,2,1,1,3,8,22.53,0,35400,0,14,0,44693,0.96,30,1,17111.15524,17111.16,12375,4736.16,41852,114,731.25,0,0,0,0,1,1,0
12375,11816.26712,1,0.1,401.46,2,1,39552,3,1,1,3,2,24.58,0,34213,0,10,1,10248,0.89,22,1,14640.25,14002.09,8074.44,2253.9,41609,113,271.36,0,0,1,0,1,1,1
12375,12350,2,0.15,293.82,1,5,35000,2,1,1,3,8,22.9,0,37895,1,12,0,14881,0.7,29,1,1881.46,1877.66,1302.05,576.46,40725,111,293.82,0,0,0,0,1,1,1
12375,12281.23188,1,0.07,383.75,8,5,42000,1,1,1,3,2,28.29,0,30713,0,14,0,12829,0.53,28,1,13814.88146,13708.02,12375,1439.88,41699,114,419.12,0,0,0,0,1,1,0
12375,1000,1,0.11,404.62,2,5,80000,1,5,1,3,13,9.23,0,36861,0,4,1,13126,0.97,4,1,14370.92225,1161.29,12375,1995.92,40210,110,4259.11,0,0,1,0,1,1,0
12375,275,1,0.11,404.62,3,1,46713,1,5,1,13,13,16.39,0,33725,2,11,0,8332,0.4,28,1,14566.08622,323.69,12375,2191.09,40483,110,405.99,0,0,0,0,1,1,0
12375,7625,1,0.19,451.19,0,1,101100,1,4,1,3,5,29.7,0,33725,8,14,0,35447,0.97,44,1,16314.92292,10052.63,12375,3894.8,40575,111,1379.44,0,0,0,0,1,1,1
12375,564.68,1,0.11,404.62,1,5,80000,1,5,1,1,13,8.21,0,39083,1,2,0,693,0.53,2,1,14566.07878,654.12,12375,2191.08,40513,110,407.82,0,0,0,0,1,1,1
12350,12350,2,0.14,289.1,1,5,59000,1,1,1,8,9,22.72,0,36800,2,14,0,8493,0.42,22,1,4047.4,4047.4,2143.96,1886.78,41275,113,289.1,0,0,0,0,1,1,1
12350,12350,1,0.07,379.2,10,1,105000,2,1,1,2,2,3.23,0,36220,0,11,0,13525,0.45,27,1,13650.80687,13650.81,12350,1300.81,41944,114,394.52,0,0,0,0,1,1,0
12325,11968.65981,1,0.15,427.01,1,5,120000,2,2,1,3,2,3.8,0,32021,0,5,0,13130,0.84,10,1,15373.4575,14862.74,12325,3048.46,41426,113,453.06,0,0,0,0,1,1,0
12325,12325,2,0.11,271,2,5,42000,1,1,1,6,11,17.03,0,36039,1,11,0,29254,0.34,18,1,12325,12075,0,0,,0,0,0,0,0,0,1,1,1
12325,12325,1,0.08,389.02,10,1,140000,3,1,1,13,2,6.54,0,37226,0,7,0,8356,0.9,13,1,11399.16,11399.16,9324,1664.75,41579,113,535.95,0,0,0,0,1,1,1
12325,12325,2,0.16,302.35,5,4,48000,2,1,1,1,2,5.9,0,37591,0,3,0,11072,0.17,3,1,17785.52003,17785.52,12325,5460.52,42005,115,4201.97,0,0,0,0,1,1,0
12325,11800,1,0.07,377.98,10,5,36000,1,2,1,3,13,23.17,0,36557,0,8,0,12606,0.62,18,1,13413.66054,12842.29,12325,1088.66,41244,112,4112.09,0,0,0,0,1,1,0
12325,12014.46211,1,0.13,413.68,6,5,75000,3,2,1,3,2,15.71,0,36617,1,6,0,19254,0.83,17,1,14773.28786,14371.76,12325,2448.29,41214,112,3222.68,0,0,0,0,1,1,0
12325,5625,1,0.18,447.81,10,1,54000,1,4,1,3,9,14.82,2,33573,3,22,0,8079,0.45,48,1,16234.67126,7409.33,12325,3909.67,40695,111,216.09,0,0,0,0,1,1,1
12300,12300,2,0.13,282.96,2,1,30000,2,1,1,3,8,12.76,0,37561,1,8,0,10981,0.56,12,1,16945.79999,16945.8,12300,4645.8,42583,116,1665.96,0,0,0,0,1,1,0
12300,12300,1,0.08,382.67,7,5,45000,2,1,1,3,4,22.29,0,36039,1,6,0,27282,0.79,22,1,12125.52,12125.52,10411.99,1438.82,41821,114,382.67,0,0,0,0,1,1,1
12300,12275,2,0.2,325.26,6,1,41000,3,1,1,2,8,24.91,1,35886,1,13,0,20499,0.9,25,1,19472.07999,19432.5,12300,7172.08,42552,116,1882.99,0,0,0,0,1,1,0
12300,12300,1,0.07,377.66,1,4,28000,1,1,1,3,7,16.51,0,36951,1,11,0,10825,0.16,25,1,13383.20905,13383.21,12300,1083.21,41518,113,5462.48,0,0,0,0,1,1,0
12300,12175,2,0.18,312.28,5,1,75000,3,1,1,3,14,13.62,0,34608,0,24,0,11749,0.39,50,1,17591.03434,17412.26,12300,5291.03,41913,114,6367.65,0,0,0,0,1,1,0
12300,12300,1,0.13,414.38,1,5,55000,2,1,1,3,1,21.99,1,36100,3,8,0,2833,0.43,39,1,14873.62426,14873.62,12300,2573.62,41760,114,2033.82,0,0,0,0,1,1,0
12300,12275,2,0.17,308.94,3,1,26004,3,1,1,5,8,12.46,0,39052,1,17,0,9252,0.47,32,1,6747.48,6733.83,3292.44,3438.32,41426,113,568.68,0,0,0,0,1,1,1
12300,12300,1,0.08,388.23,3,5,70000,1,1,1,3,4,18.7,1,35735,0,9,0,9848,0.42,24,1,13976.02349,13976.02,12300,1676.02,41791,114,409.62,0,0,0,0,1,1,0
12300,12250,1,0.06,373.03,6,1,65000,2,1,1,3,2,7.29,0,31898,1,9,0,12793,0.2,32,1,13292.10679,13238.07,12300,992.11,41395,113,4729,0,0,0,0,1,1,0
12300,12300,2,0.11,265.84,1,1,49800,2,1,1,3,8,15.98,0,37073,0,8,0,12251,0.63,18,1,15950.37613,15950.38,12300,3650.38,42461,116,265.81,0,0,0,0,1,1,0
12300,12300,1,0.11,401.18,1,5,30000,2,1,1,3,14,21.8,0,37742,0,7,0,18690,0.85,11,1,14199.15863,14199.16,12300,1899.16,41395,113,419.73,0,0,0,0,1,1,0
12300,12300,2,0.11,265.91,3,5,28080,1,2,1,3,2,19.53,0,37043,0,6,0,8316,0.35,12,1,15953.65,15953.65,12300,3653.65,42248,115,534.51,0,0,0,0,1,1,0
12300,12275,1,0.08,384.75,5,1,56864,1,2,1,3,10,22.14,0,34366,2,18,0,10666,0.15,47,1,13851.79203,13823.64,12300,1551.79,41395,113,402.11,0,0,0,0,1,1,0
12300,12200,1,0.15,426.14,10,1,72000,3,3,1,2,6,6.43,0,34151,1,13,0,5422,0.47,29,1,15340.72491,15216,12300,3040.72,41153,112,452.69,0,0,0,0,1,1,0
12300,11861.64722,1,0.13,411.64,1,1,31200,2,3,1,3,12,22.12,0,37742,0,7,0,14537,0.77,13,1,14837.7017,14296.97,12300,2518.92,41122,112,463.46,0,0,0,0,1,1,0
12300,1325,1,0.13,417.25,3,5,32004,2,3,1,3,2,22.08,0,34639,0,15,0,10543,0.29,22,1,13535.7114,1458.11,12300,1235.72,40179,110,9781.79,0,0,0,0,1,1,0
12300,11914.35446,1,0.11,403.49,10,1,85000,1,3,1,2,2,23.1,0,28246,4,13,0,190153,0.4,26,1,14526.02704,14058.59,12300,2226.03,41153,112,406.84,0,0,0,0,1,1,1
12275,12225,1,0.14,417.21,5,1,57500,2,2,1,3,12,24,0,35521,2,18,0,16507,0.73,38,1,14187.61994,14129.83,12275,1912.62,40940,112,7537.92,0,0,0,0,1,1,0
12250,12225,2,0.15,293.17,0,1,29323,3,1,1,3,10,13.34,0,29434,2,9,0,13506,0.94,12,1,17384.55998,17349.08,12250,5134.56,42370,116,3312.4,0,0,0,0,1,1,0
12250,12000,2,0.12,270.71,10,1,63996,3,1,1,3,2,23.76,0,32478,0,14,0,36376,0.72,30,1,16242.00776,15910.54,12250,3992.01,42705,117,270.12,0,0,0,0,1,1,0
12250,12250,1,0.14,420.29,10,1,45000,3,1,1,2,2,22.8,0,37165,0,17,0,14161,0.85,26,1,15130.18044,15130.18,12250,2880.18,41974,114,430.71,0,0,0,0,1,1,0
12250,12250,1,0.06,372.84,8,1,56000,3,1,1,3,9,11.94,0,36192,0,7,0,13800,0.39,18,1,13422.05391,13422.05,12250,1172.05,41974,114,375.3,0,0,0,0,1,1,0
12250,12225,2,0.14,286.76,6,1,55000,2,1,1,3,13,21.43,0,36739,2,10,0,14453,0.46,15,1,15888.04994,15855.63,12250,3638.05,41791,114,7304.23,0,0,0,0,1,1,0
12250,12250,1,0.07,376.12,7,1,52833,3,1,1,3,12,23.87,0,31107,1,20,0,28169,0.4,37,1,13540.3094,13540.31,12250,1290.31,41913,114,393.2,0,0,0,0,1,1,0
12250,12250,1,0.1,395.22,5,5,28800,3,1,1,3,5,16.08,0,36526,0,5,0,6654,0.36,7,1,14227.74,14227.74,12250,1977.74,41883,114,420.47,0,0,0,0,1,1,0
12250,12250,1,0.16,430.62,1,5,50000,2,1,1,3,10,24.41,0,38961,1,9,0,15531,0.82,11,1,15485.10243,15485.1,12250,3235.1,41760,114,1305.94,0,0,0,0,1,1,0
12250,12250,1,0.11,398.68,1,5,28800,1,1,1,3,9,19.96,0,37956,1,6,0,13778,0.47,13,1,14352.26908,14352.27,12250,2102.27,41821,114,408.04,0,0,0,0,1,1,0
12250,12250,2,0.16,297.84,2,1,48000,1,1,1,2,9,19.35,0,37165,1,12,0,16169,0.77,21,1,14894.42254,14894.42,12250,2644.42,41244,112,9848.43,0,0,0,0,1,1,0
12250,12250,2,0.16,301.1,2,4,40000,2,1,1,2,4,24.81,0,35278,2,11,0,14467,0.67,32,1,2456.29,2456.29,822.43,979.73,40878,111,301.1,0,0,0,0,1,1,1
12250,12250,1,0.11,403.9,1,5,36000,2,1,1,3,4,24.47,0,35735,0,15,1,10391,0.9,27,1,14536.47763,14536.48,12250,2286.48,41730,114,829.01,0,0,1,0,1,1,0
12250,12250,2,0.19,315.22,5,5,52000,1,1,1,3,9,24.92,0,38231,1,12,0,8697,0.67,18,1,15790.86648,15790.87,12250,3540.87,41244,112,9499.09,0,0,0,0,1,1,0
12250,12175,1,0.1,397.41,1,5,25960,2,1,1,3,9,13.22,0,37408,0,4,0,11128,0.62,7,1,13970.37142,13884.84,12250,1720.37,41609,113,263.33,0,0,0,0,1,1,0
12250,12250,1,0.11,399.55,4,5,36000,3,1,1,3,9,23.53,1,36708,0,13,0,9912,0.43,14,1,14385.24049,14385.24,12250,2135.24,41699,114,431.76,0,0,0,0,1,1,0
12250,12175,1,0.08,381.96,4,1,102000,3,1,1,5,1,10.86,0,36678,1,10,0,6168,0.29,14,1,13757.11733,13672.89,12250,1507.12,41640,114,825.67,0,0,0,0,1,1,0
12250,12250,1,0.07,379.88,4,5,32000,2,1,1,3,8,25.16,0,37135,0,14,0,19190,0.53,25,1,13640.79793,13640.8,12250,1390.8,41548,113,881.15,0,0,0,0,1,1,0
12250,12250,1,0.07,377.75,4,1,40000,3,1,1,3,11,10.89,0,35827,0,7,0,10529,0.86,22,1,13159.68,13159.68,11721,1360.75,41640,114,1000,0,0,0,0,1,1,1
12250,12225,2,0.16,295.11,5,5,46000,1,1,1,3,8,23.74,0,32203,1,11,0,31231,0.86,16,1,16149.3139,16116.36,12250,3899.31,41456,113,7605.86,0,0,0,0,1,1,0
12250,12225,2,0.13,278.6,5,1,55500,1,2,1,7,2,10.01,0,35855,2,6,0,415,0.3,19,1,15303.74791,15272.52,12250,3053.75,41395,113,7810.59,0,0,0,0,1,1,0
8425,7850,1,0.07,258.38,7,1,45000,3,2,1,3,13,11.41,0,36281,1,9,0,18281,0.47,21,1,9301.865336,8667.02,8425,876.87,41640,114,290.36,0,0,0,0,1,1,0
12250,12250,2,0.15,290.34,10,1,46747,3,2,1,3,9,18.53,1,35247,1,9,0,3427,0.75,44,1,13548.29465,13548.29,12250,1298.29,40756,111,11220.47,0,0,0,0,1,1,0
12250,12250,1,0.12,408.23,1,5,61400,1,2,1,2,13,16.28,0,31959,0,10,0,28028,0.75,31,1,12845.10986,12845.11,12250,595.11,40634,111,11218.02,0,0,0,0,1,1,0
12250,12250,1,0.09,388.87,10,4,42000,2,2,1,3,8,5.4,0,33725,1,3,0,5371,0.47,28,1,14002.44513,14002.45,12250,1752.45,41609,113,35.81,0,0,0,0,1,1,0
12250,12250,1,0.1,395.22,5,4,43200,1,2,1,3,8,9.64,0,38322,0,5,0,9085,0.73,9,1,13637.59109,13637.59,12250,1387.59,41030,112,35.35,0,0,0,0,1,1,0
12250,11802.06995,2,0.06,237.8,0,1,35000,1,2,1,10,8,13.61,0,36161,0,9,0,2071,0.05,31,1,14220.55,13626.21,12250,1970.55,42036,115,2336.88,0,0,0,0,1,1,0
10100,9880.751797,2,0.14,234.91,3,4,34000,1,2,1,3,4,22.55,0,38047,0,10,0,4050,0.61,13,1,6033.25,5626.27,3216.92,2409.26,41183,112,234.91,0,0,0,0,1,1,1
12250,12200,1,0.08,381.11,10,1,70000,3,2,1,2,9,9.41,0,32051,1,15,0,17143,0.35,46,1,13636.03531,13580.38,12250,1386.04,41306,113,3378.61,0,0,0,0,1,1,0
12250,10450,2,0.14,284.91,2,1,30720,1,2,1,13,4,5.31,0,37316,0,3,0,4399,0.8,8,1,17113.22064,14598.62,12250,4848.22,42278,115,15.99,0,0,0,0,1,1,0
